State/Area,Year,Month,UnemploymentRate
Nevada,2012,03,12.0
Nevada,2012,04,11.9
Nevada,2012,05,11.8
Nevada,2012,06,11.7
Nevada,2012,07,11.5
Nevada,2012,08,11.3
Nevada,2012,09,11.2
Nevada,2012,10,11.0
Nevada,2012,11,10.9
Nevada,2012,12,10.8
Nevada,2013,01,10.7
Nevada,2013,02,10.6
Nevada,2013,03,10.5
Nevada,2013,04,10.3
Nevada,2013,05,10.2
Nevada,2013,06,10.0
Nevada,2013,07,9.9
Nevada,2013,08,9.8
Nevada,2013,09,9.6
Nevada,2013,10,9.5
Nevada,2013,11,9.3
Nevada,2013,12,9.2
Nevada,2014,01,9.0
Nevada,2014,02,8.8
Nevada,2014,03,8.6
Nevada,2014,04,8.5
Nevada,2014,05,8.4
Nevada,2014,06,8.2
Nevada,2014,07,8.1
Nevada,2014,08,8.0
Nevada,2014,09,7.9
Nevada,2014,10,7.8
Nevada,2014,11,7.6
Nevada,2014,12,7.5
Nevada,2015,01,7.4
Nevada,2015,02,7.3
Nevada,2015,03,7.3
Nevada,2015,04,7.1
Nevada,2015,05,7.0
Nevada,2015,06,6.9
Nevada,2015,07,6.8
Nevada,2015,08,6.7
Nevada,2015,09,6.6
Nevada,2015,10,6.5
Nevada,2015,11,6.4
Nevada,2015,12,6.4
Nevada,2016,01,6.3
Nevada,2016,02,6.2
Nevada,2016,03,6.1
Nevada,2016,04,6.0
Nevada,2016,05,5.9
Nevada,2016,06,5.9
Nevada,2016,07,5.8
Nevada,2016,08,5.7
Nevada,2016,09,5.6
Nevada,2016,10,5.6
Nevada,2016,11,5.5
Nevada,2016,12,5.4
Nevada,2017,01,5.3
Nevada,2017,02,5.3
Nevada,2017,03,5.2
Nevada,2017,04,5.1
Nevada,2017,05,5.0
Nevada,2017,06,5.0
Nevada,2017,07,4.9
Nevada,2017,08,4.9
Nevada,2017,09,4.9
Nevada,2017,10,4.9
Nevada,2017,11,4.8
Nevada,2017,12,4.8
Nevada,2018,01,4.7
Nevada,2018,02,4.7
Nevada,2018,03,4.6
Nevada,2018,04,4.5
Nevada,2018,05,4.4
Nevada,2018,06,4.3
Nevada,2018,07,4.3
Nevada,2018,08,4.2
Nevada,2018,09,4.3
Nevada,2018,10,4.3
Nevada,2018,11,4.3
Nevada,2018,12,4.3
Nevada,2019,01,4.3
Nevada,2019,02,4.3
Nevada,2019,03,4.2
Nevada,2019,04,4.1
Nevada,2019,05,4.1
Nevada,2019,06,4.0
Nevada,2019,07,4.0
Nevada,2019,08,4.0
Nevada,2019,09,4.0
Nevada,2019,10,4.1
Nevada,2019,11,4.1
Nevada,2019,12,4.1
Nevada,2020,01,4.2
Nevada,2020,02,4.4
Nevada,2020,03,7.2
Nevada,2020,04,30.5
Nevada,2020,05,24.7
Nevada,2020,06,18.9
Nevada,2020,07,16.7
Nevada,2020,08,13.9
Nevada,2020,09,12.7
Nevada,2020,10,11.1
Nevada,2020,11,10.2
Nevada,2020,12,9.6
Nevada,2021,01,8.9
Nevada,2021,02,8.5
Nevada,2021,03,8.0
Nevada,2021,04,7.6
Nevada,2021,05,7.2
Nevada,2021,06,6.9
Nevada,2021,07,6.5
Nevada,2021,08,6.2
Nevada,2021,09,5.8
Nevada,2021,10,5.6
Nevada,2021,11,5.4
Nevada,2021,12,5.3
Nevada,2022,01,5.2
Nevada,2022,02,5.2
Nevada,2022,03,5.2
Nevada,2022,04,5.1
Nevada,2022,05,5.1
Nevada,2022,06,5.1
Nevada,2022,07,5.2
Nevada,2022,08,5.2
Nevada,2022,09,5.2
Nevada,2022,10,5.3
Nevada,2022,11,5.3
Nevada,2022,12,5.3
Nevada,2023,01,5.2
Nevada,2023,02,5.2
Nevada,2023,03,5.1
Nevada,2023,04,5.0
Nevada,2023,05,5.0
Nevada,2023,06,5.0
Nevada,2023,07,5.1
Nevada,2023,08,5.1
Nevada,2023,09,5.2
Nevada,2023,10,5.2
Nevada,2023,11,5.3
Nevada,2023,12,5.3
Nevada,2024,01,5.3
Nevada,2024,02,5.3
Nevada,2024,03,5.3
Nevada,2024,04,5.4
Nevada,2024,05,5.5
Nevada,2024,06,5.6
Nevada,2024,07,5.6
Nevada,2024,08,5.7
Nevada,2024,09,5.7
Nevada,2024,10,5.8
Nevada,2024,11,5.8
Nevada,2024,12,5.8
Nevada,2025,01,5.8
Nevada,2025,02,5.8
Nevada,2025,03,5.7
Nevada,2025,04,5.6
Nevada,2025,05,5.5
Nevada,2025,06,5.4
Nevada,2025,07,5.4
Nevada,2025,08,5.3
Nevada,2025,09,5.3
New Hampshire,2000,01,2.8
New Hampshire,2000,02,2.8
New Hampshire,2000,03,2.8
New Hampshire,2000,04,2.8
New Hampshire,2000,05,2.7
New Hampshire,2000,06,2.7
New Hampshire,2000,07,2.7
New Hampshire,2000,08,2.6
New Hampshire,2000,09,2.5
New Hampshire,2000,10,2.5
New Hampshire,2000,11,2.5
New Hampshire,2000,12,2.6
New Hampshire,2001,01,2.8
New Hampshire,2001,02,2.9
New Hampshire,2001,03,3.0
New Hampshire,2001,04,3.2
New Hampshire,2001,05,3.2
New Hampshire,2001,06,3.3
New Hampshire,2001,07,3.5
New Hampshire,2001,08,3.6
New Hampshire,2001,09,3.7
New Hampshire,2001,10,3.8
New Hampshire,2001,11,3.9
New Hampshire,2001,12,4.0
New Hampshire,2002,01,4.1
New Hampshire,2002,02,4.2
New Hampshire,2002,03,4.3
New Hampshire,2002,04,4.4
New Hampshire,2002,05,4.5
New Hampshire,2002,06,4.5
New Hampshire,2002,07,4.6
New Hampshire,2002,08,4.6
New Hampshire,2002,09,4.6
New Hampshire,2002,10,4.6
New Hampshire,2002,11,4.6
New Hampshire,2002,12,4.6
New Hampshire,2003,01,4.5
New Hampshire,2003,02,4.4
New Hampshire,2003,03,4.4
New Hampshire,2003,04,4.4
New Hampshire,2003,05,4.4
New Hampshire,2003,06,4.5
New Hampshire,2003,07,4.5
New Hampshire,2003,08,4.5
New Hampshire,2003,09,4.5
New Hampshire,2003,10,4.4
New Hampshire,2003,11,4.4
New Hampshire,2003,12,4.3
New Hampshire,2004,01,4.2
New Hampshire,2004,02,4.1
New Hampshire,2004,03,4.1
New Hampshire,2004,04,4.0
New Hampshire,2004,05,3.9
New Hampshire,2004,06,3.9
New Hampshire,2004,07,3.8
New Hampshire,2004,08,3.7
New Hampshire,2004,09,3.6
New Hampshire,2004,10,3.5
New Hampshire,2004,11,3.5
New Hampshire,2004,12,3.6
New Hampshire,2005,01,3.6
New Hampshire,2005,02,3.6
New Hampshire,2005,03,3.7
New Hampshire,2005,04,3.6
New Hampshire,2005,05,3.6
New Hampshire,2005,06,3.6
New Hampshire,2005,07,3.6
New Hampshire,2005,08,3.7
New Hampshire,2005,09,3.7
New Hampshire,2005,10,3.7
New Hampshire,2005,11,3.6
New Hampshire,2005,12,3.6
New Hampshire,2006,01,3.5
New Hampshire,2006,02,3.4
New Hampshire,2006,03,3.4
New Hampshire,2006,04,3.4
New Hampshire,2006,05,3.4
New Hampshire,2006,06,3.5
New Hampshire,2006,07,3.5
New Hampshire,2006,08,3.5
New Hampshire,2006,09,3.6
New Hampshire,2006,10,3.6
New Hampshire,2006,11,3.7
New Hampshire,2006,12,3.7
New Hampshire,2007,01,3.7
New Hampshire,2007,02,3.7
New Hampshire,2007,03,3.7
New Hampshire,2007,04,3.7
New Hampshire,2007,05,3.6
New Hampshire,2007,06,3.5
New Hampshire,2007,07,3.5
New Hampshire,2007,08,3.4
New Hampshire,2007,09,3.4
New Hampshire,2007,10,3.4
New Hampshire,2007,11,3.4
New Hampshire,2007,12,3.4
New Hampshire,2008,01,3.4
New Hampshire,2008,02,3.4
New Hampshire,2008,03,3.4
New Hampshire,2008,04,3.5
New Hampshire,2008,05,3.5
New Hampshire,2008,06,3.6
New Hampshire,2008,07,3.7
New Hampshire,2008,08,3.8
New Hampshire,2008,09,3.9
New Hampshire,2008,10,4.1
New Hampshire,2008,11,4.3
New Hampshire,2008,12,4.6
New Hampshire,2009,01,4.9
New Hampshire,2009,02,5.2
New Hampshire,2009,03,5.5
New Hampshire,2009,04,5.8
New Hampshire,2009,05,6.0
New Hampshire,2009,06,6.2
New Hampshire,2009,07,6.3
New Hampshire,2009,08,6.4
New Hampshire,2009,09,6.5
New Hampshire,2009,10,6.6
New Hampshire,2009,11,6.6
New Hampshire,2009,12,6.6
New Hampshire,2010,01,6.6
New Hampshire,2010,02,6.5
New Hampshire,2010,03,6.4
New Hampshire,2010,04,6.3
New Hampshire,2010,05,6.1
New Hampshire,2010,06,6.0
New Hampshire,2010,07,5.9
New Hampshire,2010,08,5.8
New Hampshire,2010,09,5.8
New Hampshire,2010,10,5.8
New Hampshire,2010,11,5.8
New Hampshire,2010,12,5.7
New Hampshire,2011,01,5.6
New Hampshire,2011,02,5.5
New Hampshire,2011,03,5.5
New Hampshire,2011,04,5.5
New Hampshire,2011,05,5.5
New Hampshire,2011,06,5.6
New Hampshire,2011,07,5.6
New Hampshire,2011,08,5.6
New Hampshire,2011,09,5.5
New Hampshire,2011,10,5.4
New Hampshire,2011,11,5.3
New Hampshire,2011,12,5.3
New Hampshire,2012,01,5.2
New Hampshire,2012,02,5.2
New Hampshire,2012,03,5.3
New Hampshire,2012,04,5.4
New Hampshire,2012,05,5.5
New Hampshire,2012,06,5.5
New Hampshire,2012,07,5.6
New Hampshire,2012,08,5.6
New Hampshire,2012,09,5.6
New Hampshire,2012,10,5.6
New Hampshire,2012,11,5.6
New Hampshire,2012,12,5.6
New Hampshire,2013,01,5.6
New Hampshire,2013,02,5.5
New Hampshire,2013,03,5.5
New Hampshire,2013,04,5.4
New Hampshire,2013,05,5.3
New Hampshire,2013,06,5.2
New Hampshire,2013,07,5.2
New Hampshire,2013,08,5.2
New Hampshire,2013,09,5.1
New Hampshire,2013,10,5.1
New Hampshire,2013,11,5.0
New Hampshire,2013,12,4.9
New Hampshire,2014,01,4.8
New Hampshire,2014,02,4.6
New Hampshire,2014,03,4.6
New Hampshire,2014,04,4.5
New Hampshire,2014,05,4.4
New Hampshire,2014,06,4.3
New Hampshire,2014,07,4.3
New Hampshire,2014,08,4.2
New Hampshire,2014,09,4.1
New Hampshire,2014,10,4.1
New Hampshire,2014,11,4.0
New Hampshire,2014,12,3.9
New Hampshire,2015,01,3.8
New Hampshire,2015,02,3.8
New Hampshire,2015,03,3.7
New Hampshire,2015,04,3.6
New Hampshire,2015,05,3.5
New Hampshire,2015,06,3.4
New Hampshire,2015,07,3.3
New Hampshire,2015,08,3.3
New Hampshire,2015,09,3.2
New Hampshire,2015,10,3.1
New Hampshire,2015,11,3.0
New Hampshire,2015,12,3.0
New Hampshire,2016,01,2.9
New Hampshire,2016,02,2.9
New Hampshire,2016,03,2.8
New Hampshire,2016,04,2.9
New Hampshire,2016,05,2.9
New Hampshire,2016,06,2.9
New Hampshire,2016,07,2.9
New Hampshire,2016,08,2.9
New Hampshire,2016,09,2.9
New Hampshire,2016,10,2.9
New Hampshire,2016,11,2.9
New Hampshire,2016,12,2.9
New Hampshire,2017,01,2.9
New Hampshire,2017,02,2.9
New Hampshire,2017,03,2.9
New Hampshire,2017,04,2.8
New Hampshire,2017,05,2.8
New Hampshire,2017,06,2.7
New Hampshire,2017,07,2.7
New Hampshire,2017,08,2.8
New Hampshire,2017,09,2.8
New Hampshire,2017,10,2.8
New Hampshire,2017,11,2.8
New Hampshire,2017,12,2.8
New Hampshire,2018,01,2.8
New Hampshire,2018,02,2.7
New Hampshire,2018,03,2.7
New Hampshire,2018,04,2.7
New Hampshire,2018,05,2.7
New Hampshire,2018,06,2.6
New Hampshire,2018,07,2.6
New Hampshire,2018,08,2.6
New Hampshire,2018,09,2.5
New Hampshire,2018,10,2.5
New Hampshire,2018,11,2.6
New Hampshire,2018,12,2.6
New Hampshire,2019,01,2.6
New Hampshire,2019,02,2.6
New Hampshire,2019,03,2.6
New Hampshire,2019,04,2.6
New Hampshire,2019,05,2.5
New Hampshire,2019,06,2.5
New Hampshire,2019,07,2.5
New Hampshire,2019,08,2.5
New Hampshire,2019,09,2.6
New Hampshire,2019,10,2.6
New Hampshire,2019,11,2.5
New Hampshire,2019,12,2.5
New Hampshire,2020,01,2.5
New Hampshire,2020,02,2.6
New Hampshire,2020,03,2.6
New Hampshire,2020,04,16.0
New Hampshire,2020,05,11.8
New Hampshire,2020,06,9.6
New Hampshire,2020,07,8.3
New Hampshire,2020,08,6.7
New Hampshire,2020,09,6.1
New Hampshire,2020,10,5.3
New Hampshire,2020,11,4.9
New Hampshire,2020,12,4.6
New Hampshire,2021,01,4.3
New Hampshire,2021,02,4.2
New Hampshire,2021,03,4.0
New Hampshire,2021,04,3.9
New Hampshire,2021,05,3.8
New Hampshire,2021,06,3.7
New Hampshire,2021,07,3.5
New Hampshire,2021,08,3.3
New Hampshire,2021,09,3.1
New Hampshire,2021,10,2.8
New Hampshire,2021,11,2.6
New Hampshire,2021,12,2.5
New Hampshire,2022,01,2.4
New Hampshire,2022,02,2.3
New Hampshire,2022,03,2.3
New Hampshire,2022,04,2.3
New Hampshire,2022,05,2.3
New Hampshire,2022,06,2.4
New Hampshire,2022,07,2.4
New Hampshire,2022,08,2.5
New Hampshire,2022,09,2.5
New Hampshire,2022,10,2.6
New Hampshire,2022,11,2.5
New Hampshire,2022,12,2.5
New Hampshire,2023,01,2.4
New Hampshire,2023,02,2.3
New Hampshire,2023,03,2.2
New Hampshire,2023,04,2.2
New Hampshire,2023,05,2.2
New Hampshire,2023,06,2.2
New Hampshire,2023,07,2.2
New Hampshire,2023,08,2.2
New Hampshire,2023,09,2.3
New Hampshire,2023,10,2.3
New Hampshire,2023,11,2.3
New Hampshire,2023,12,2.3
New Hampshire,2024,01,2.3
New Hampshire,2024,02,2.3
New Hampshire,2024,03,2.4
New Hampshire,2024,04,2.4
New Hampshire,2024,05,2.5
New Hampshire,2024,06,2.5
New Hampshire,2024,07,2.6
New Hampshire,2024,08,2.6
New Hampshire,2024,09,2.7
New Hampshire,2024,10,2.8
New Hampshire,2024,11,2.8
New Hampshire,2024,12,2.8
New Hampshire,2025,01,2.9
New Hampshire,2025,02,3.0
New Hampshire,2025,03,3.1
New Hampshire,2025,04,3.1
New Hampshire,2025,05,3.1
New Hampshire,2025,06,3.1
New Hampshire,2025,07,3.1
New Hampshire,2025,08,3.0
New Hampshire,2025,09,3.0
New Jersey,2000,01,3.8
New Jersey,2000,02,3.7
New Jersey,2000,03,3.6
New Jersey,2000,04,3.6
New Jersey,2000,05,3.5
New Jersey,2000,06,3.5
New Jersey,2000,07,3.6
New Jersey,2000,08,3.6
New Jersey,2000,09,3.7
New Jersey,2000,10,3.7
New Jersey,2000,11,3.8
New Jersey,2000,12,3.7
New Jersey,2001,01,3.7
New Jersey,2001,02,3.7
New Jersey,2001,03,3.7
New Jersey,2001,04,3.8
New Jersey,2001,05,3.9
New Jersey,2001,06,4.0
New Jersey,2001,07,4.1
New Jersey,2001,08,4.3
New Jersey,2001,09,4.5
New Jersey,2001,10,4.8
New Jersey,2001,11,5.0
New Jersey,2001,12,5.2
New Jersey,2002,01,5.4
New Jersey,2002,02,5.6
New Jersey,2002,03,5.7
New Jersey,2002,04,5.8
New Jersey,2002,05,5.8
New Jersey,2002,06,5.8
New Jersey,2002,07,5.8
New Jersey,2002,08,5.8
New Jersey,2002,09,5.8
New Jersey,2002,10,5.9
New Jersey,2002,11,5.9
New Jersey,2002,12,6.0
New Jersey,2003,01,6.0
New Jersey,2003,02,5.9
New Jersey,2003,03,5.9
New Jersey,2003,04,5.9
New Jersey,2003,05,6.0
New Jersey,2003,06,6.0
New Jersey,2003,07,6.0
New Jersey,2003,08,5.9
New Jersey,2003,09,5.8
New Jersey,2003,10,5.7
New Jersey,2003,11,5.6
New Jersey,2003,12,5.5
New Jersey,2004,01,5.4
New Jersey,2004,02,5.3
New Jersey,2004,03,5.2
New Jersey,2004,04,5.1
New Jersey,2004,05,5.1
New Jersey,2004,06,5.0
New Jersey,2004,07,4.9
New Jersey,2004,08,4.8
New Jersey,2004,09,4.7
New Jersey,2004,10,4.6
New Jersey,2004,11,4.5
New Jersey,2004,12,4.4
New Jersey,2005,01,4.4
New Jersey,2005,02,4.4
New Jersey,2005,03,4.3
New Jersey,2005,04,4.3
New Jersey,2005,05,4.3
New Jersey,2005,06,4.3
New Jersey,2005,07,4.3
New Jersey,2005,08,4.4
New Jersey,2005,09,4.5
New Jersey,2005,10,4.6
New Jersey,2005,11,4.7
New Jersey,2005,12,4.8
New Jersey,2006,01,4.8
New Jersey,2006,02,4.9
New Jersey,2006,03,4.9
New Jersey,2006,04,4.9
New Jersey,2006,05,4.9
New Jersey,2006,06,4.9
New Jersey,2006,07,4.8
New Jersey,2006,08,4.7
New Jersey,2006,09,4.6
New Jersey,2006,10,4.4
New Jersey,2006,11,4.3
New Jersey,2006,12,4.2
New Jersey,2007,01,4.1
New Jersey,2007,02,4.1
New Jersey,2007,03,4.1
New Jersey,2007,04,4.1
New Jersey,2007,05,4.1
New Jersey,2007,06,4.1
New Jersey,2007,07,4.2
New Jersey,2007,08,4.2
New Jersey,2007,09,4.3
New Jersey,2007,10,4.3
New Jersey,2007,11,4.4
New Jersey,2007,12,4.5
New Jersey,2008,01,4.6
New Jersey,2008,02,4.6
New Jersey,2008,03,4.7
New Jersey,2008,04,4.9
New Jersey,2008,05,5.0
New Jersey,2008,06,5.2
New Jersey,2008,07,5.4
New Jersey,2008,08,5.6
New Jersey,2008,09,5.8
New Jersey,2008,10,6.1
New Jersey,2008,11,6.4
New Jersey,2008,12,6.8
New Jersey,2009,01,7.2
New Jersey,2009,02,7.6
New Jersey,2009,03,7.9
New Jersey,2009,04,8.2
New Jersey,2009,05,8.5
New Jersey,2009,06,8.8
New Jersey,2009,07,9.1
New Jersey,2009,08,9.4
New Jersey,2009,09,9.6
New Jersey,2009,10,9.8
New Jersey,2009,11,9.9
New Jersey,2009,12,10.0
New Jersey,2010,01,10.0
New Jersey,2010,02,10.0
New Jersey,2010,03,9.9
New Jersey,2010,04,9.8
New Jersey,2010,05,9.7
New Jersey,2010,06,9.6
New Jersey,2010,07,9.5
New Jersey,2010,08,9.5
New Jersey,2010,09,9.5
New Jersey,2010,10,9.5
New Jersey,2010,11,9.5
New Jersey,2010,12,9.5
New Jersey,2011,01,9.5
New Jersey,2011,02,9.5
New Jersey,2011,03,9.5
New Jersey,2011,04,9.4
New Jersey,2011,05,9.4
New Jersey,2011,06,9.4
New Jersey,2011,07,9.4
New Jersey,2011,08,9.4
New Jersey,2011,09,9.4
New Jersey,2011,10,9.3
New Jersey,2011,11,9.3
New Jersey,2011,12,9.3
New Jersey,2012,01,9.3
New Jersey,2012,02,9.3
New Jersey,2012,03,9.4
New Jersey,2012,04,9.5
New Jersey,2012,05,9.6
New Jersey,2012,06,9.6
New Jersey,2012,07,9.6
New Jersey,2012,08,9.5
New Jersey,2012,09,9.5
New Jersey,2012,10,9.4
New Jersey,2012,11,9.4
New Jersey,2012,12,9.3
New Jersey,2013,01,9.2
New Jersey,2013,02,9.1
New Jersey,2013,03,9.0
New Jersey,2013,04,8.9
New Jersey,2013,05,8.7
New Jersey,2013,06,8.6
New Jersey,2013,07,8.4
New Jersey,2013,08,8.3
New Jersey,2013,09,8.0
New Jersey,2013,10,7.8
New Jersey,2013,11,7.6
New Jersey,2013,12,7.4
New Jersey,2014,01,7.2
New Jersey,2014,02,7.0
New Jersey,2014,03,6.9
New Jersey,2014,04,6.8
New Jersey,2014,05,6.7
New Jersey,2014,06,6.6
New Jersey,2014,07,6.6
New Jersey,2014,08,6.5
New Jersey,2014,09,6.5
New Jersey,2014,10,6.5
New Jersey,2014,11,6.5
New Jersey,2014,12,6.4
New Jersey,2015,01,6.3
New Jersey,2015,02,6.3
New Jersey,2015,03,6.2
New Jersey,2015,04,6.1
New Jersey,2015,05,6.0
New Jersey,2015,06,5.8
New Jersey,2015,07,5.7
New Jersey,2015,08,5.5
New Jersey,2015,09,5.3
New Jersey,2015,10,5.1
New Jersey,2015,11,5.0
New Jersey,2015,12,5.0
New Jersey,2016,01,4.9
New Jersey,2016,02,5.0
New Jersey,2016,03,5.0
New Jersey,2016,04,5.0
New Jersey,2016,05,5.0
New Jersey,2016,06,5.0
New Jersey,2016,07,5.0
New Jersey,2016,08,5.0
New Jersey,2016,09,4.9
New Jersey,2016,10,4.9
New Jersey,2016,11,4.8
New Jersey,2016,12,4.7
New Jersey,2017,01,4.6
New Jersey,2017,02,4.5
New Jersey,2017,03,4.4
New Jersey,2017,04,4.4
New Jersey,2017,05,4.4
New Jersey,2017,06,4.5
New Jersey,2017,07,4.5
New Jersey,2017,08,4.6
New Jersey,2017,09,4.6
New Jersey,2017,10,4.6
New Jersey,2017,11,4.6
New Jersey,2017,12,4.5
New Jersey,2018,01,4.4
New Jersey,2018,02,4.4
New Jersey,2018,03,4.3
New Jersey,2018,04,4.2
New Jersey,2018,05,4.1
New Jersey,2018,06,4.1
New Jersey,2018,07,4.0
New Jersey,2018,08,3.9
New Jersey,2018,09,3.8
New Jersey,2018,10,3.7
New Jersey,2018,11,3.7
New Jersey,2018,12,3.6
New Jersey,2019,01,3.5
New Jersey,2019,02,3.4
New Jersey,2019,03,3.3
New Jersey,2019,04,3.2
New Jersey,2019,05,3.2
New Jersey,2019,06,3.2
New Jersey,2019,07,3.3
New Jersey,2019,08,3.4
New Jersey,2019,09,3.6
New Jersey,2019,10,3.7
New Jersey,2019,11,3.8
New Jersey,2019,12,3.9
New Jersey,2020,01,4.0
New Jersey,2020,02,4.1
New Jersey,2020,03,4.1
New Jersey,2020,04,15.0
New Jersey,2020,05,15.4
New Jersey,2020,06,14.5
New Jersey,2020,07,14.4
New Jersey,2020,08,13.3
New Jersey,2020,09,7.4
New Jersey,2020,10,7.1
New Jersey,2020,11,7.2
New Jersey,2020,12,7.3
New Jersey,2021,01,7.3
New Jersey,2021,02,7.3
New Jersey,2021,03,7.2
New Jersey,2021,04,7.2
New Jersey,2021,05,7.0
New Jersey,2021,06,7.2
New Jersey,2021,07,6.9
New Jersey,2021,08,6.8
New Jersey,2021,09,6.3
New Jersey,2021,10,6.0
New Jersey,2021,11,5.6
New Jersey,2021,12,5.5
New Jersey,2022,01,5.2
New Jersey,2022,02,4.7
New Jersey,2022,03,4.3
New Jersey,2022,04,4.1
New Jersey,2022,05,3.8
New Jersey,2022,06,3.6
New Jersey,2022,07,3.3
New Jersey,2022,08,3.0
New Jersey,2022,09,3.3
New Jersey,2022,10,3.5
New Jersey,2022,11,3.6
New Jersey,2022,12,3.8
New Jersey,2023,01,3.9
New Jersey,2023,02,4.0
New Jersey,2023,03,4.0
New Jersey,2023,04,4.1
New Jersey,2023,05,4.2
New Jersey,2023,06,4.3
New Jersey,2023,07,4.4
New Jersey,2023,08,4.4
New Jersey,2023,09,4.5
New Jersey,2023,10,4.5
New Jersey,2023,11,4.5
New Jersey,2023,12,4.5
New Jersey,2024,01,4.4
New Jersey,2024,02,4.4
New Jersey,2024,03,4.4
New Jersey,2024,04,4.5
New Jersey,2024,05,4.5
New Jersey,2024,06,4.6
New Jersey,2024,07,4.6
New Jersey,2024,08,4.6
New Jersey,2024,09,4.6
New Jersey,2024,10,4.6
New Jersey,2024,11,4.6
New Jersey,2024,12,4.6
New Jersey,2025,01,4.6
New Jersey,2025,02,4.6
New Jersey,2025,03,4.7
New Jersey,2025,04,4.8
New Jersey,2025,05,4.8
New Jersey,2025,06,4.9
New Jersey,2025,07,4.9
New Jersey,2025,08,5.0
New Jersey,2025,09,5.2
New Mexico,2000,01,5.1
New Mexico,2000,02,5.1
New Mexico,2000,03,5.0
New Mexico,2000,04,5.0
New Mexico,2000,05,5.0
New Mexico,2000,06,5.0
New Mexico,2000,07,5.0
New Mexico,2000,08,5.0
New Mexico,2000,09,5.0
New Mexico,2000,10,5.0
New Mexico,2000,11,5.0
New Mexico,2000,12,5.0
New Mexico,2001,01,5.0
New Mexico,2001,02,5.0
New Mexico,2001,03,4.9
New Mexico,2001,04,4.9
New Mexico,2001,05,4.8
New Mexico,2001,06,4.8
New Mexico,2001,07,4.8
New Mexico,2001,08,4.8
New Mexico,2001,09,5.0
New Mexico,2001,10,5.1
New Mexico,2001,11,5.2
New Mexico,2001,12,5.3
New Mexico,2002,01,5.3
New Mexico,2002,02,5.4
New Mexico,2002,03,5.4
New Mexico,2002,04,5.5
New Mexico,2002,05,5.5
New Mexico,2002,06,5.5
New Mexico,2002,07,5.5
New Mexico,2002,08,5.5
New Mexico,2002,09,5.5
New Mexico,2002,10,5.5
New Mexico,2002,11,5.5
New Mexico,2002,12,5.6
New Mexico,2003,01,5.6
New Mexico,2003,02,5.7
New Mexico,2003,03,5.8
New Mexico,2003,04,5.8
New Mexico,2003,05,5.9
New Mexico,2003,06,6.0
New Mexico,2003,07,6.1
New Mexico,2003,08,6.1
New Mexico,2003,09,6.1
New Mexico,2003,10,6.1
New Mexico,2003,11,6.0
New Mexico,2003,12,5.9
New Mexico,2004,01,5.8
New Mexico,2004,02,5.8
New Mexico,2004,03,5.7
New Mexico,2004,04,5.7
New Mexico,2004,05,5.6
New Mexico,2004,06,5.5
New Mexico,2004,07,5.5
New Mexico,2004,08,5.4
New Mexico,2004,09,5.4
New Mexico,2004,10,5.5
New Mexico,2004,11,5.5
New Mexico,2004,12,5.6
New Mexico,2005,01,5.6
New Mexico,2005,02,5.6
New Mexico,2005,03,5.6
New Mexico,2005,04,5.5
New Mexico,2005,05,5.4
New Mexico,2005,06,5.3
New Mexico,2005,07,5.2
New Mexico,2005,08,5.1
New Mexico,2005,09,5.0
New Mexico,2005,10,4.9
New Mexico,2005,11,4.8
New Mexico,2005,12,4.7
New Mexico,2006,01,4.6
New Mexico,2006,02,4.5
New Mexico,2006,03,4.4
New Mexico,2006,04,4.4
New Mexico,2006,05,4.3
New Mexico,2006,06,4.3
New Mexico,2006,07,4.3
New Mexico,2006,08,4.2
New Mexico,2006,09,4.1
New Mexico,2006,10,4.0
New Mexico,2006,11,3.9
New Mexico,2006,12,3.8
New Mexico,2007,01,3.7
New Mexico,2007,02,3.6
New Mexico,2007,03,3.6
New Mexico,2007,04,3.6
New Mexico,2007,05,3.5
New Mexico,2007,06,3.5
New Mexico,2007,07,3.5
New Mexico,2007,08,3.5
New Mexico,2007,09,3.5
New Mexico,2007,10,3.5
New Mexico,2007,11,3.5
New Mexico,2007,12,3.5
New Mexico,2008,01,3.6
New Mexico,2008,02,3.7
New Mexico,2008,03,3.8
New Mexico,2008,04,3.9
New Mexico,2008,05,4.1
New Mexico,2008,06,4.2
New Mexico,2008,07,4.4
New Mexico,2008,08,4.5
New Mexico,2008,09,4.7
New Mexico,2008,10,4.9
New Mexico,2008,11,5.2
New Mexico,2008,12,5.5
New Mexico,2009,01,5.8
New Mexico,2009,02,6.1
New Mexico,2009,03,6.4
New Mexico,2009,04,6.6
New Mexico,2009,05,6.9
New Mexico,2009,06,7.1
New Mexico,2009,07,7.3
New Mexico,2009,08,7.4
New Mexico,2009,09,7.6
New Mexico,2009,10,7.7
New Mexico,2009,11,7.8
New Mexico,2009,12,7.9
New Mexico,2010,01,8.0
New Mexico,2010,02,8.0
New Mexico,2010,03,8.0
New Mexico,2010,04,8.0
New Mexico,2010,05,7.9
New Mexico,2010,06,7.8
New Mexico,2010,07,7.8
New Mexico,2010,08,7.8
New Mexico,2010,09,7.7
New Mexico,2010,10,7.7
New Mexico,2010,11,7.6
New Mexico,2010,12,7.5
New Mexico,2011,01,7.4
New Mexico,2011,02,7.3
New Mexico,2011,03,7.2
New Mexico,2011,04,7.2
New Mexico,2011,05,7.2
New Mexico,2011,06,7.2
New Mexico,2011,07,7.2
New Mexico,2011,08,7.2
New Mexico,2011,09,7.2
